CustomerID,Nationality,Occupation,PEP_Status,RiskRating,IncomeSource,AnnualIncome,AccountOpeningMethod,IdentificationUsed,AccountNumber
30000615,Indian,SELF EMPLOYED JEWELERS,No,High,Other,312000.0,SOCIAL MEDIA,NRN ID,00242473212
30000616,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Business,650000.0,OFFLINE,PASSPORT,00579464572
30000617,Nepali,REAL ESTATE BUSINESS,No,High,Investment,2612000.0,OFFLINE,CITIZENSHIP,00361635661
30000618,Nepali,DOCTOR,No,Low,Investment,1794000.0,OFFLINE,NRN ID,00439465671
30000619,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Business,7169000.0,OFFLINE,NRN ID,00487278861
30000620,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Other,444000.0,OFFLINE,ADHAR CARD,00399906662
30000621,Nepali,GOVT. JUDGE,Yes,High,Investment,5124000.0,EVENTS AND EXHIBITION,NRN ID,00172954952
30000622,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Investment,3487000.0,SWIFT,PASSPORT,00355549701
30000623,Indian,RETIRED,No,Low,Investment,1164000.0,SOCIAL MEDIA,PASSPORT,00239362262
30000624,Nepali,RETIRED,No,Low,Other,1486000.0,OFFLINE,NRN ID,00193895192
30000625,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,6630000.0,EVENTS AND EXHIBITION,PASSPORT,00326483871
30000626,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,2695000.0,SOCIAL MEDIA,CITIZENSHIP,00410689521
30000627,Indian,RETIRED,No,Low,Salary,4747000.0,REFERRAL,PASSPORT,00113771562
30000628,Indian,REAL ESTATE BUSINESS,No,High,Business,2757000.0,SWIFT,CITIZENSHIP,00399301062
30000629,Indian,GOVT. JUDGE,Yes,High,Business,7679000.0,ONLINE ACCOUNT,PASSPORT,00312559651
30000630,Other,TEACHER,No,Low,Other,7563000.0,REFERRAL,PASSPORT,00333749292
30000631,Nepali,ANY ATTORNEY/ LAWYER,No,Medium,Investment,691000.0,SOCIAL MEDIA,NRN ID,00584431722
30000632,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,3584000.0,EVENTS AND EXHIBITION,NRN ID,00424448461
30000633,Other,TEACHER,No,Low,Investment,905000.0,SWIFT,PASSPORT,00399503911
30000634,Nepali,RETIRED,No,Low,Salary,3923000.0,WALKIN CUSTOMER,PASSPORT,00488080582
30000635,Other,GAMING -CASINOS,No,High,Investment,6374000.0,OFFLINE,NRN ID,00465419831
30000636,Indian,ANY ACCOUNTANT,No,High,Salary,3986000.0,EVENTS AND EXHIBITION,ADHAR CARD,00468961981
30000637,Indian,GOVT. JUDGE,Yes,High,Other,2809000.0,ONLINE ACCOUNT,ADHAR CARD,00127948482
30000638,Other,RETIRED,No,Low,Remittance,5081000.0,EVENTS AND EXHIBITION,NRN ID,00550026292
30000639,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Investment,4668000.0,OFFLINE,PASSPORT,00283040232
30000640,Nepali,ANY ATTORNEY/ LAWYER,No,Medium,Other,2805000.0,ONLINE ACCOUNT,NRN ID,00487663141
30000641,Nepali,ENGINEER,No,Low,Remittance,2821000.0,SOCIAL MEDIA,CITIZENSHIP,00173570711
30000642,Nepali,GOVT. JUDGE,Yes,High,Other,3788000.0,REFERRAL,NRN ID,00135034361
30000643,Other,RETIRED,No,Low,Business,4691000.0,REFERRAL,NRN ID,00260287242
30000644,Other,TEACHER,No,Low,Salary,3412000.0,EVENTS AND EXHIBITION,ADHAR CARD,00595634911
30000645,Nepali,TEACHER,No,Low,Other,1145000.0,REFERRAL,CITIZENSHIP,00170271241
30000646,Nepali,STUDENT,No,Low,Other,3426000.0,MAIL,PASSPORT,00474221442
30000647,Other,SELF EMPLOYED JEWELERS,No,High,Remittance,6794000.0,OFFLINE,NRN ID,00274524341
30000648,Nepali,ENGINEER,No,Low,Business,5293000.0,EVENTS AND EXHIBITION,NRN ID,00222036981
30000649,Other,STUDENT,No,Low,Business,6923000.0,MAIL,PASSPORT,00179768961
30000650,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,3036000.0,EVENTS AND EXHIBITION,NRN ID,00574544412
30000651,Other,ANY ACCOUNTANT,No,High,Other,2373000.0,OFFLINE,CITIZENSHIP,00494176121
30000652,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Investment,1394000.0,REFERRAL,NRN ID,00123432362
30000653,Other,ANY ATTORNEY/ LAWYER,No,Medium,Other,3938000.0,ONLINE ACCOUNT,ADHAR CARD,00551142981
30000654,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Investment,3796000.0,SWIFT,ADHAR CARD,00588663131
30000655,Indian,TEACHER,No,Low,Investment,5652000.0,REFERRAL,ADHAR CARD,00315926751
30000656,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Other,6528000.0,SOCIAL MEDIA,ADHAR CARD,00258948061
30000657,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Business,2241000.0,REFERRAL,ADHAR CARD,00556615291
30000658,Indian,ANY ACCOUNTANT,No,High,Salary,5375000.0,OFFLINE,PASSPORT,00535356341
30000659,Indian,CASINOS,No,High,Remittance,7877000.0,EVENTS AND EXHIBITION,PASSPORT,00267520341
30000660,Indian,STUDENT,No,Low,Remittance,1924000.0,OFFLINE,CITIZENSHIP,00238065472
30000661,Other,GAMING -CASINOS,No,High,Salary,3370000.0,REFERRAL,NRN ID,00187848781
30000662,Other,GOVT. LEGISLATOR,Yes,High,Business,2322000.0,MAIL,CITIZENSHIP,00489622912
30000663,Indian,RETIRED,No,Low,Remittance,7366000.0,OFFLINE,NRN ID,00326335021
30000664,Other,GAMING -CASINOS,No,High,Investment,2266000.0,MAIL,NRN ID,00326488102
30000665,Other,CASINOS,No,High,Other,2712000.0,SOCIAL MEDIA,CITIZENSHIP,00240185002
30000666,Nepali,ANY ACCOUNTANT,No,High,Remittance,3007000.0,REFERRAL,ADHAR CARD,00184816681
30000667,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,7526000.0,WALKIN CUSTOMER,CITIZENSHIP,00519543201
30000668,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Salary,5354000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00573075351
30000669,Other,SELF EMPLOYED JEWELERS,No,High,Investment,5219000.0,REFERRAL,NRN ID,00322702732
30000670,Other,DOCTOR,No,Low,Investment,6284000.0,MAIL,NRN ID,00256521111
30000671,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Investment,834000.0,WALKIN CUSTOMER,NRN ID,00383916191
30000672,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Salary,5028000.0,ONLINE ACCOUNT,NRN ID,00246639172
30000673,Other,GAMING -CASINOS,No,High,Salary,4699000.0,REFERRAL,NRN ID,00121813221
30000674,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,2352000.0,OFFLINE,NRN ID,00175512311
30000675,Other,ANY ACCOUNTANT,No,High,Other,3410000.0,ONLINE ACCOUNT,PASSPORT,00483158332
30000676,Nepali,FARMER,No,Low,Remittance,5550000.0,MAIL,CITIZENSHIP,00165941902
30000677,Other,ANY ATTORNEY/ LAWYER,No,Medium,Investment,6777000.0,REFERRAL,PASSPORT,00523498402
30000678,Nepali,GOVT. LEGISLATOR,Yes,High,Salary,5658000.0,ONLINE ACCOUNT,ADHAR CARD,00460142121
30000679,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Remittance,1787000.0,WALKIN CUSTOMER,NRN ID,00215989171
30000680,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Other,7730000.0,SWIFT,CITIZENSHIP,00399580272
30000681,Nepali,DOCTOR,No,Low,Salary,1210000.0,SWIFT,PASSPORT,00378032921
30000682,Other,CASINOS,No,High,Salary,5335000.0,SWIFT,CITIZENSHIP,00192022921
30000683,Nepali,GOVT. JUDGE,Yes,High,Salary,6620000.0,ONLINE ACCOUNT,NRN ID,00261562641
30000684,Other,SELF EMPLOYED JEWELERS,No,High,Other,4128000.0,WALKIN CUSTOMER,CITIZENSHIP,00129156171
30000685,Nepali,STUDENT,No,Low,Investment,7814000.0,EVENTS AND EXHIBITION,ADHAR CARD,00430267282
30000686,Nepali,ANY ARTIST (ART/CRAFTPERSONS),No,High,Other,1230000.0,EVENTS AND EXHIBITION,NRN ID,00220606872
30000687,Nepali,TEACHER,No,Low,Other,7428000.0,SOCIAL MEDIA,PASSPORT,00250876782
30000688,Nepali,FARMER,No,Low,Business,349000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00123543002
30000689,Other,ENGINEER,No,Low,Remittance,1402000.0,REFERRAL,NRN ID,00444587941
30000690,Indian,CASINOS,No,High,Business,5822000.0,ONLINE ACCOUNT,ADHAR CARD,00540199061
30000691,Indian,STUDENT,No,Low,Salary,1205000.0,ONLINE ACCOUNT,ADHAR CARD,00542195951
30000692,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Business,709000.0,ONLINE ACCOUNT,PASSPORT,00456376681
30000693,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Remittance,716000.0,OFFLINE,ADHAR CARD,00217233591
30000694,Nepali,STUDENT,No,Low,Investment,1104000.0,SOCIAL MEDIA,PASSPORT,00317267462
30000695,Nepali,ANY ACCOUNTANT,No,High,Remittance,7192000.0,SWIFT,ADHAR CARD,00521888251
30000696,Indian,REAL ESTATE BUSINESS,No,High,Investment,2054000.0,WALKIN CUSTOMER,NRN ID,00264715901
30000697,Nepali,FARMER,No,Low,Business,718000.0,MAIL,PASSPORT,00191270122
30000698,Nepali,RETIRED,No,Low,Business,3825000.0,WALKIN CUSTOMER,ADHAR CARD,00432884892
30000699,Indian,REAL ESTATE BUSINESS,No,High,Investment,2461000.0,ONLINE ACCOUNT,NRN ID,00220007891
30000700,Indian,STUDENT,No,Low,Business,4948000.0,EVENTS AND EXHIBITION,PASSPORT,00359519881
30000701,Nepali,STUDENT,No,Low,Other,6745000.0,REFERRAL,CITIZENSHIP,00489438271
30000702,Other,STUDENT,No,Low,Business,4762000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00282854842
30000703,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,4390000.0,SWIFT,CITIZENSHIP,00481420211
30000704,Indian,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,7614000.0,EVENTS AND EXHIBITION,ADHAR CARD,00178219191
30000705,Indian,CASINOS,No,High,Salary,1546000.0,SWIFT,CITIZENSHIP,00161143092
30000706,Indian,RETIRED,No,Low,Business,5126000.0,SOCIAL MEDIA,CITIZENSHIP,00472146241
30000707,Indian,DOCTOR,No,Low,Other,6097000.0,WALKIN CUSTOMER,CITIZENSHIP,00181454542
30000708,Other,DOCTOR,No,Low,Salary,1154000.0,OFFLINE,NRN ID,00518650762
30000709,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Investment,4618000.0,WALKIN CUSTOMER,PASSPORT,00321241721
30000710,Indian,CASINOS,No,High,Other,6099000.0,WALKIN CUSTOMER,ADHAR CARD,00145197582
30000711,Indian,GAMING -CASINOS,No,High,Other,788000.0,OFFLINE,NRN ID,00419136872
30000712,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Other,5523000.0,REFERRAL,NRN ID,00199238762
30000713,Other,TEACHER,No,Low,Salary,917000.0,EVENTS AND EXHIBITION,ADHAR CARD,00224647972
30000714,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Business,4122000.0,WALKIN CUSTOMER,CITIZENSHIP,00334822561
30000715,Indian,STUDENT,No,Low,Other,3535000.0,SOCIAL MEDIA,ADHAR CARD,00268166642
30000716,Nepali,ANY ATTORNEY/ LAWYER,No,Medium,Salary,4756000.0,OFFLINE,NRN ID,00279070412
30000717,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Other,4668000.0,REFERRAL,PASSPORT,00461016552
30000718,Indian,CASINOS,No,High,Remittance,1442000.0,REFERRAL,NRN ID,00317938802
30000719,Nepali,SELF EMPLOYED JEWELERS,No,High,Other,6763000.0,EVENTS AND EXHIBITION,PASSPORT,00339420411
30000720,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Salary,2305000.0,EVENTS AND EXHIBITION,PASSPORT,00383968831
30000721,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Investment,3753000.0,EVENTS AND EXHIBITION,ADHAR CARD,00372564741
30000722,Nepali,ANY ACCOUNTANT,No,High,Remittance,7444000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00486846481
30000723,Other,GOVT. LEGISLATOR,Yes,High,Other,7199000.0,EVENTS AND EXHIBITION,NRN ID,00389509012
30000724,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Remittance,2672000.0,MAIL,PASSPORT,00129608551
30000725,Indian,TEACHER,No,Low,Salary,4792000.0,WALKIN CUSTOMER,ADHAR CARD,00342740691
30000726,Nepali,ANY ACCOUNTANT,No,High,Salary,7814000.0,MAIL,PASSPORT,00524659412
30000727,Indian,DOCTOR,No,Low,Other,3361000.0,MAIL,ADHAR CARD,00570576631
30000728,Indian,TEACHER,No,Low,Salary,2672000.0,SWIFT,CITIZENSHIP,00368947592
30000729,Nepali,RETIRED,No,Low,Remittance,6504000.0,MAIL,NRN ID,00437479452
30000730,Nepali,ANY ATTORNEY/ LAWYER,No,Medium,Business,7911000.0,OFFLINE,CITIZENSHIP,00289626862
30000731,Other,FARMER,No,Low,Salary,3492000.0,SWIFT,PASSPORT,00155856972
30000732,Nepali,SELF EMPLOYED JEWELERS,No,High,Remittance,6636000.0,REFERRAL,ADHAR CARD,00317085502
30000733,Indian,GOVT. LEGISLATOR,Yes,High,Remittance,1486000.0,REFERRAL,NRN ID,00210410481
30000734,Nepali,ENGINEER,No,Low,Remittance,519000.0,REFERRAL,NRN ID,00251062282
30000735,Nepali,TEACHER,No,Low,Other,5136000.0,SWIFT,CITIZENSHIP,00453270372
30000736,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Other,4779000.0,EVENTS AND EXHIBITION,ADHAR CARD,00137321232
30000737,Indian,GOVT. JUDGE,Yes,High,Investment,3081000.0,OFFLINE,CITIZENSHIP,00255746491
30000738,Indian,ENGINEER,No,Low,Other,6188000.0,EVENTS AND EXHIBITION,ADHAR CARD,00140743821
30000739,Indian,ENGINEER,No,Low,Investment,4766000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00399660851
30000740,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,2920000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00379121202
30000741,Nepali,GOVT. JUDGE,Yes,High,Other,6815000.0,ONLINE ACCOUNT,NRN ID,00298189901
30000742,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Salary,2981000.0,OFFLINE,PASSPORT,00290449801
30000743,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,6032000.0,ONLINE ACCOUNT,PASSPORT,00214825042
30000744,Nepali,GOVT. JUDGE,Yes,High,Business,1303000.0,ONLINE ACCOUNT,NRN ID,00345205471
30000745,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Salary,627000.0,ONLINE ACCOUNT,CITIZENSHIP,00182351322
30000746,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Other,7296000.0,SOCIAL MEDIA,CITIZENSHIP,00129951832
30000747,Indian,ANY ACCOUNTANT,No,High,Salary,1723000.0,OFFLINE,CITIZENSHIP,00143558531
30000748,Nepali,GOVT. JUDGE,Yes,High,Investment,1536000.0,WALKIN CUSTOMER,CITIZENSHIP,00569089902
30000749,Nepali,ANY ACCOUNTANT,No,High,Other,1623000.0,SOCIAL MEDIA,CITIZENSHIP,00257287721
30000750,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,5486000.0,ONLINE ACCOUNT,PASSPORT,00383763681
30000751,Indian,FARMER,No,Low,Remittance,1169000.0,OFFLINE,CITIZENSHIP,00278380231
30000752,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Other,5726000.0,SOCIAL MEDIA,CITIZENSHIP,00270607762
30000753,Indian,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Salary,4923000.0,REFERRAL,NRN ID,00486662772
30000754,Nepali,GOVT. LEGISLATOR,Yes,High,Remittance,6897000.0,SWIFT,ADHAR CARD,00341672862
30000755,Nepali,ANY ACCOUNTANT,No,High,Remittance,4325000.0,ONLINE ACCOUNT,CITIZENSHIP,00183493992
30000756,Nepali,FARMER,No,Low,Remittance,798000.0,WALKIN CUSTOMER,ADHAR CARD,00538307051
30000757,Nepali,FARMER,No,Low,Salary,2445000.0,REFERRAL,NRN ID,00293736782
30000758,Indian,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Other,2447000.0,SWIFT,CITIZENSHIP,00495801112
30000759,Nepali,GAMING -CASINOS,No,High,Remittance,529000.0,SOCIAL MEDIA,CITIZENSHIP,00432583531
30000760,Indian,ANY ACCOUNTANT,No,High,Business,2631000.0,ONLINE ACCOUNT,CITIZENSHIP,00435624952
30000761,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,5398000.0,SWIFT,ADHAR CARD,00459251681
30000762,Other,DOCTOR,No,Low,Other,7928000.0,ONLINE ACCOUNT,NRN ID,00515301351
30000763,Indian,DOCTOR,No,Low,Remittance,553000.0,REFERRAL,PASSPORT,00416036632
30000764,Indian,STUDENT,No,Low,Business,6183000.0,SWIFT,NRN ID,00391781362
30000765,Indian,GOVT. LEGISLATOR,Yes,High,Business,2328000.0,MAIL,ADHAR CARD,00575663471
30000766,Indian,DOCTOR,No,Low,Salary,6744000.0,OFFLINE,CITIZENSHIP,00131508061
30000767,Other,DOCTOR,No,Low,Remittance,7938000.0,MAIL,ADHAR CARD,00167905392
30000768,Nepali,CASINOS,No,High,Business,7310000.0,ONLINE ACCOUNT,ADHAR CARD,00224250852
30000769,Nepali,DOCTOR,No,Low,Business,3849000.0,MAIL,NRN ID,00116270922
30000770,Indian,ANY ACCOUNTANT,No,High,Remittance,3209000.0,MAIL,ADHAR CARD,00563102291
30000771,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Remittance,4125000.0,OFFLINE,PASSPORT,00166365981
30000772,Other,ENGINEER,No,Low,Investment,5193000.0,ONLINE ACCOUNT,PASSPORT,00493374661
30000773,Indian,GAMING -CASINOS,No,High,Salary,5109000.0,ONLINE ACCOUNT,CITIZENSHIP,00347897372
30000774,Other,DOCTOR,No,Low,Investment,1915000.0,ONLINE ACCOUNT,ADHAR CARD,00181656472
30000775,Other,ENGINEER,No,Low,Remittance,3490000.0,REFERRAL,NRN ID,00543567342
30000776,Other,GOVT. LEGISLATOR,Yes,High,Business,1940000.0,SWIFT,ADHAR CARD,00193752471
30000777,Other,GOVT. LEGISLATOR,Yes,High,Other,1845000.0,SWIFT,PASSPORT,00497622291
30000778,Nepali,GOVT. JUDGE,Yes,High,Investment,6923000.0,ONLINE ACCOUNT,PASSPORT,00463461132
30000779,Indian,GAMING -CASINOS,No,High,Investment,3425000.0,ONLINE ACCOUNT,PASSPORT,00249616012
30000780,Nepali,ANY ACCOUNTANT,No,High,Business,4611000.0,MAIL,NRN ID,00391433642
30000781,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Business,524000.0,REFERRAL,PASSPORT,00232889262
30000782,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,2717000.0,REFERRAL,CITIZENSHIP,00124081041
30000783,Indian,TEACHER,No,Low,Salary,1162000.0,ONLINE ACCOUNT,ADHAR CARD,00449601131
30000784,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Business,2836000.0,MAIL,PASSPORT,00562581521
30000785,Indian,REAL ESTATE BUSINESS,No,High,Business,7768000.0,SWIFT,NRN ID,00145921461
30000786,Indian,ANY ARTIST (ART/CRAFTPERSONS),No,High,Remittance,2737000.0,MAIL,NRN ID,00528951762
30000787,Other,CASINOS,No,High,Investment,5811000.0,REFERRAL,CITIZENSHIP,00289728982
30000788,Other,ANY ARTIST (ART/CRAFTPERSONS),No,High,Salary,2681000.0,OFFLINE,CITIZENSHIP,00274540302
30000789,Other,CASINOS,No,High,Remittance,7442000.0,REFERRAL,ADHAR CARD,00475930351
30000790,Nepali,CASINOS,No,High,Investment,5161000.0,MAIL,CITIZENSHIP,00283626111
30000791,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Remittance,5824000.0,ONLINE ACCOUNT,PASSPORT,00465821522
30000792,Other,GAMING -CASINOS,No,High,Other,4936000.0,OFFLINE,NRN ID,00180610352
30000793,Other,ANY ACCOUNTANT,No,High,Salary,324000.0,WALKIN CUSTOMER,ADHAR CARD,00232832482
30000794,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Salary,5794000.0,EVENTS AND EXHIBITION,NRN ID,00296631821
30000795,Indian,RETIRED,No,Low,Remittance,5593000.0,OFFLINE,ADHAR CARD,00239104952
30000796,Nepali,ANY ATTORNEY/ LAWYER,No,Medium,Remittance,7048000.0,WALKIN CUSTOMER,CITIZENSHIP,00376017361
30000797,Nepali,GOVT. LEGISLATOR,Yes,High,Other,1827000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00287582021
30000798,Indian,STUDENT,No,Low,Other,7677000.0,EVENTS AND EXHIBITION,CITIZENSHIP,00324942001
30000799,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Remittance,2029000.0,WALKIN CUSTOMER,PASSPORT,00429883072
30000800,Indian,ENGINEER,No,Low,Remittance,6894000.0,WALKIN CUSTOMER,ADHAR CARD,00482361571
30000801,Other,REAL ESTATE BUSINESS,No,High,Remittance,522000.0,REFERRAL,PASSPORT,00234485142
30000802,Other,RETIRED,No,Low,Business,379000.0,EVENTS AND EXHIBITION,ADHAR CARD,00324384562
30000803,Other,FARMER,No,Low,Business,863000.0,SOCIAL MEDIA,CITIZENSHIP,00452987522
30000804,Indian,CASINOS,No,High,Remittance,2253000.0,MAIL,ADHAR CARD,00310899421
30000805,Indian,TEACHER,No,Low,Business,2304000.0,SWIFT,ADHAR CARD,00540093661
30000806,Indian,GOVT. JUDGE,Yes,High,Salary,2305000.0,OFFLINE,CITIZENSHIP,00333789372
30000807,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Investment,7252000.0,REFERRAL,ADHAR CARD,00357467022
30000808,Other,DOCTOR,No,Low,Remittance,6180000.0,EVENTS AND EXHIBITION,NRN ID,00292422232
30000809,Nepali,REAL ESTATE BUSINESS,No,High,Business,576000.0,REFERRAL,PASSPORT,00140726011
30000810,Other,RETIRED,No,Low,Remittance,3700000.0,SWIFT,NRN ID,00116843712
30000811,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Business,1869000.0,REFERRAL,PASSPORT,00125699762
30000812,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Investment,4350000.0,EVENTS AND EXHIBITION,NRN ID,00510692181
30000813,Nepali,CASINOS,No,High,Remittance,2489000.0,ONLINE ACCOUNT,NRN ID,00114355722
30000814,Indian,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Investment,3844000.0,SWIFT,NRN ID,00223600151
30000815,Other,GAMING -CASINOS,No,High,Other,5353000.0,SWIFT,ADHAR CARD,00117356302
30000816,Other,GOVT. JUDGE,Yes,High,Business,6446000.0,ONLINE ACCOUNT,NRN ID,00164219072
30000817,Nepali,FARMER,No,Low,Investment,987000.0,WALKIN CUSTOMER,PASSPORT,00276927211
30000818,Indian,FARMER,No,Low,Investment,4080000.0,MAIL,ADHAR CARD,00260087811
30000819,Other,GOVT. JUDGE,Yes,High,Investment,1839000.0,SWIFT,NRN ID,00196008932
30000820,Indian,GAMING -CASINOS,No,High,Other,6125000.0,OFFLINE,PASSPORT,00525136792
30000821,Indian,STUDENT,No,Low,Salary,5509000.0,EVENTS AND EXHIBITION,NRN ID,00187766562
30000822,Other,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Salary,910000.0,SWIFT,ADHAR CARD,00383376082
30000823,Nepali,GOVT. JUDGE,Yes,High,Investment,4678000.0,ONLINE ACCOUNT,CITIZENSHIP,00259573592
30000824,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Other,3878000.0,REFERRAL,ADHAR CARD,00425851842
30000825,Indian,ANY ATTORNEY/ LAWYER,No,Medium,Other,1683000.0,EVENTS AND EXHIBITION,NRN ID,00187658201
30000826,Nepali,ANY ATTORNEY/ LAWYER,No,Medium,Remittance,6132000.0,SWIFT,ADHAR CARD,00386336022
30000827,Indian,SELF EMPLOYED JEWELERS,No,High,Business,7011000.0,ONLINE ACCOUNT,NRN ID,00253506281
30000828,Other,ANY ACCOUNTANT,No,High,Salary,1622000.0,SWIFT,NRN ID,00412232141
30000829,Other,FARMER,No,Low,Other,5618000.0,MAIL,ADHAR CARD,00470520242
30000830,Nepali,GOVT. JUDGE,Yes,High,Business,6583000.0,WALKIN CUSTOMER,CITIZENSHIP,00128775801
30000831,Nepali,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,963000.0,SWIFT,PASSPORT,00242030132
30000832,Indian,STUDENT,No,Low,Salary,5989000.0,SWIFT,NRN ID,00135572201
30000833,Indian,ANY ACCOUNTANT,No,High,Remittance,2570000.0,MAIL,CITIZENSHIP,00543778981
30000834,Indian,ANY ACCOUNTANT,No,High,Salary,5976000.0,REFERRAL,CITIZENSHIP,00493165192
30000835,Indian,FARMER,No,Low,Remittance,5800000.0,SOCIAL MEDIA,NRN ID,00548907332
30000836,Other,DOCTOR,No,Low,Other,7146000.0,ONLINE ACCOUNT,NRN ID,00179984052
30000837,Other,TEACHER,No,Low,Remittance,2518000.0,WALKIN CUSTOMER,NRN ID,00437067251
30000838,Indian,RETIRED,No,Low,Business,7397000.0,SWIFT,PASSPORT,00566900431
30000839,Indian,FARMER,No,Low,Remittance,5088000.0,REFERRAL,CITIZENSHIP,00337183412
30000840,Other,SELF EMPLOYED LEGAL PROFESS/CONSULTANTS,No,High,Business,4964000.0,ONLINE ACCOUNT,NRN ID,00236225151
30000841,Indian,ENGINEER,No,Low,Business,3063000.0,REFERRAL,ADHAR CARD,00213041801
30000842,Other,SELF EMPLOYED JEWELERS,No,High,Business,2901000.0,ONLINE ACCOUNT,PASSPORT,00520681311
30000843,Nepali,GOVT. LEGISLATOR,Yes,High,Business,6344000.0,SOCIAL MEDIA,ADHAR CARD,00467096922
30000844,Nepali,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Other,6452000.0,ONLINE ACCOUNT,CITIZENSHIP,00183455131
30000845,Other,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Other,5150000.0,WALKIN CUSTOMER,ADHAR CARD,00138025711
30000846,Nepali,ENGINEER,No,Low,Remittance,1488000.0,OFFLINE,ADHAR CARD,00526658802
30000847,Nepali,GOVT. OFFICIAL (OFFICER TO BELOW SECRETARY ),Yes,High,Business,2189000.0,SWIFT,ADHAR CARD,00411105212
30000848,Indian,GOVT. ARMY (CAPTAIN AND ABOVE),Yes,High,Business,5807000.0,MAIL,ADHAR CARD,00172484452
