TransactionID,Amount,Date,Time,SenderAccount,ReceiverAccount,Country,TransactionType,Currency,Channel,IsSuspicious
TX6919,991808.06,2025-01-16,21:48:18,00151093951,00515761652,Nepal,Deposit,NPR,Online,0
TX6920,871234.02,2025-02-14,22:12:25,00291899421,00388534602,USA,Deposit,NPR,Branch,0
TX6921,991964.67,2025-05-02,14:08:56,00250795152,00272497162,Nepal,Deposit,NPR,Branch,0
TX6922,831968.72,2025-03-13,13:30:20,00399301062,00279829602,USA,Deposit,NPR,Branch,0
TX6923,657851.23,2024-12-26,13:28:16,00129686292,00174090802,USA,Transfer,NPR,Online,0
TX6924,556956.47,2025-06-22,17:45:20,00344464352,00359159171,China,Deposit,NPR,Online,0
TX6925,344922.58,2024-11-15,16:38:46,00216793161,00144044022,India,Cash Withdrawal,NPR,Branch,0
TX6926,245148.27,2024-08-23,23:47:19,00217598361,00523297312,Russia,Cash Withdrawal,NPR,ATM,0
TX6927,48959.98,2024-08-19,00:47:28,00496781932,00258627552,USA,Transfer,NPR,Branch,0
TX6928,528779.4,2024-09-18,00:29:19,00478106252,00260753952,Russia,Deposit,NPR,Online,0
TX6929,696180.89,2024-10-29,09:14:34,00118730831,00576125431,Nepal,Transfer,NPR,ATM,0
TX6930,754479.28,2025-04-17,08:30:48,00511337002,00556615291,Russia,Cash Withdrawal,NPR,Online,0
TX6931,940449.02,2024-08-27,15:57:33,00258933032,00139452232,India,Deposit,NPR,Online,0
TX6932,267612.03,2025-06-09,11:29:28,00420449062,00229001191,Nepal,Cash Withdrawal,NPR,ATM,0
TX6933,646800.07,2025-01-17,04:15:31,00260587992,00355379131,China,Deposit,NPR,Online,0
TX6934,880829.81,2025-02-19,14:00:10,00457934562,00242030132,India,Transfer,NPR,ATM,0
TX6935,405943.71,2024-08-26,23:41:34,00151838012,00375518102,USA,Cash Withdrawal,NPR,Branch,0
TX6936,431285.8,2025-02-11,19:08:43,00195445831,00239529622,India,Deposit,NPR,ATM,0
TX6937,299688.22,2025-05-26,06:38:20,00443463152,00211624222,Russia,Deposit,NPR,Online,0
TX6938,663575.69,2025-03-03,16:56:46,00337183412,00423790792,USA,Transfer,NPR,Branch,0
TX6939,929379.67,2025-02-16,12:01:21,00534052391,00357467022,Pakistan,Transfer,NPR,Online,0
TX6940,7182.72,2025-03-14,17:19:12,00361533432,00175992781,India,Transfer,NPR,Branch,0
TX6941,714557.61,2024-11-15,14:02:56,00142143481,00518736032,Nepal,Cash Withdrawal,NPR,Online,0
TX6942,702379.36,2025-06-30,13:57:55,00437783242,00299502942,Pakistan,Deposit,NPR,Branch,0
TX6943,881165.66,2025-01-16,04:40:49,00332800131,00346189302,Nepal,Cash Withdrawal,NPR,ATM,0
TX6944,428844.42,2025-05-13,08:33:56,00497391492,00553811251,Nepal,Transfer,NPR,ATM,0
TX6945,971941.99,2025-06-09,17:58:25,00274524341,00593770941,USA,Deposit,NPR,ATM,0
TX6946,359594.68,2024-08-11,17:39:56,00350142061,00223873581,Russia,Deposit,NPR,ATM,0
TX6947,902584.43,2025-07-22,19:12:07,00542323052,00235543122,Nepal,Transfer,NPR,Branch,0
TX6948,756320.19,2024-09-24,10:26:35,00175546241,00282264452,China,Cash Withdrawal,NPR,Online,0
TX6949,347922.5,2025-06-15,21:14:18,00119848601,00412602961,Nepal,Transfer,NPR,ATM,0
TX6950,598426.5,2024-09-07,07:27:30,00434223142,00459693141,Nepal,Transfer,NPR,Branch,0
TX6951,17516.43,2024-11-19,00:58:20,00119160591,00524199861,India,Deposit,NPR,ATM,0
TX6952,497243.74,2025-02-22,00:48:01,00273995882,00445451121,Russia,Transfer,NPR,Branch,0
TX6953,352524.91,2025-01-02,09:42:13,00520006141,00582944231,Russia,Cash Withdrawal,NPR,Branch,0
TX6954,360121.6,2024-08-06,16:47:21,00264123302,00243463462,China,Cash Withdrawal,NPR,Online,0
TX6955,815691.56,2025-03-14,16:30:52,00169843712,00475529752,Nepal,Transfer,NPR,ATM,0
TX6956,472263.59,2025-01-19,07:22:20,00218784542,00472807471,Nepal,Deposit,NPR,Branch,0
TX6957,319269.8,2025-02-19,11:02:25,00221818222,00357517392,Nepal,Deposit,NPR,ATM,0
TX6958,296839.13,2025-04-15,15:31:00,00463864632,00243582342,Nepal,Deposit,NPR,ATM,0
TX6959,514248.37,2025-05-13,15:03:09,00222113021,00219098251,Pakistan,Transfer,NPR,Branch,0
TX6960,755560.42,2025-05-04,23:19:39,00363713482,00479658802,India,Deposit,NPR,ATM,0
TX6961,957230.33,2025-07-16,07:11:32,00556584811,00449532892,India,Deposit,NPR,Branch,0
TX6962,258945.56,2024-11-29,01:03:12,00237468632,00383204721,Nepal,Transfer,NPR,Online,0
TX6963,123573.25,2024-12-10,19:23:06,00386557122,00146742251,Pakistan,Deposit,NPR,ATM,0
TX6964,762784.92,2024-08-14,09:19:25,00111679701,00444762321,USA,Cash Withdrawal,NPR,Online,0
TX6965,505443.32,2024-10-09,17:01:43,00428410101,00469380851,Pakistan,Cash Withdrawal,NPR,Online,0
TX6966,299868.3,2024-10-08,07:17:46,00467908542,00518123302,China,Deposit,NPR,Branch,0
TX6967,458835.25,2024-10-22,14:29:42,00299802221,00495513081,USA,Transfer,NPR,Online,0
TX6968,507638.5,2025-01-07,10:01:37,00465170421,00229319211,Pakistan,Transfer,NPR,Branch,0
TX6969,266197.79,2025-01-02,14:14:35,00412501301,00440858391,Nepal,Cash Withdrawal,NPR,Branch,0
TX6970,525118.26,2024-11-24,09:24:33,00238207982,00128615882,Russia,Transfer,NPR,Online,0
TX6971,492267.19,2025-07-17,03:12:56,00257802972,00225557451,Nepal,Deposit,NPR,Branch,0
TX6972,979277.2,2024-10-15,19:33:44,00336828281,00587226091,Pakistan,Transfer,NPR,ATM,0
TX6973,215076.73,2025-05-15,09:09:23,00411487082,00490656262,Nepal,Deposit,NPR,Online,0
TX6974,673790.25,2025-03-01,09:11:02,00395048621,00257489452,China,Cash Withdrawal,NPR,Online,0
TX6975,322121.1,2024-09-05,22:20:51,00355185601,00171274321,China,Deposit,NPR,Branch,0
TX6976,24808.94,2025-05-03,12:51:07,00322170621,00310721651,Russia,Deposit,NPR,Online,0
TX6977,66994.59,2025-01-18,22:13:05,00394557791,00176788302,Russia,Cash Withdrawal,NPR,Online,0
TX6978,452547.23,2024-11-25,23:09:06,00439465671,00140808951,Nepal,Deposit,NPR,Online,0
TX6979,328850.05,2025-01-28,18:32:28,00566608022,00466589051,Pakistan,Transfer,NPR,ATM,0
TX6980,770383.08,2025-02-06,11:22:42,00184787941,00416197662,India,Deposit,NPR,Branch,0
TX6981,116544.36,2025-02-06,03:10:17,00159012612,00475642501,China,Cash Withdrawal,NPR,Branch,0
TX6982,165926.32,2025-03-15,14:31:53,00384647581,00381411861,China,Deposit,NPR,Branch,0
TX6983,583373.74,2025-04-14,09:30:36,00134417131,00425517042,Russia,Cash Withdrawal,NPR,Branch,0
TX6984,547896.85,2025-04-10,02:28:24,00560438741,00588003842,Nepal,Transfer,NPR,Online,0
TX6985,28277.46,2024-08-08,11:11:05,00126993721,00374448551,Nepal,Cash Withdrawal,NPR,ATM,0
TX6986,81614.52,2025-01-21,05:28:00,00452112131,00540301342,Russia,Deposit,NPR,Branch,0
TX6987,941086.57,2024-08-02,07:34:39,00245524622,00425488202,Nepal,Cash Withdrawal,NPR,ATM,0
TX6988,656613.6,2025-06-06,03:37:36,00286103412,00260823202,USA,Cash Withdrawal,NPR,Branch,0
TX6989,915394.91,2025-03-29,18:22:32,00533268602,00167501742,India,Transfer,NPR,Branch,0
TX6990,671047.63,2024-11-07,12:58:45,00519620112,00435390412,Nepal,Deposit,NPR,Online,0
TX6991,326705.31,2024-10-26,18:30:51,00516885191,00419136872,Nepal,Transfer,NPR,ATM,0
TX6992,534429.52,2025-02-14,13:06:48,00455161362,00518425242,Russia,Deposit,NPR,Online,0
TX6993,702771.71,2025-06-27,10:00:59,00260087811,00115619882,Russia,Deposit,NPR,Online,0
TX6994,472533.65,2025-04-02,20:08:21,00373034791,00411673761,India,Transfer,NPR,Online,0
TX6995,824535.19,2025-07-11,18:26:41,00394932892,00398644422,Pakistan,Cash Withdrawal,NPR,Online,0
TX6996,95461.34,2025-02-26,03:12:55,00239216952,00497313391,Nepal,Transfer,NPR,Online,0
TX6997,557083.98,2024-11-13,07:42:25,00210716622,00342954781,USA,Deposit,NPR,Branch,0
TX6998,103221.33,2025-01-17,21:34:07,00333609321,00244691692,Pakistan,Deposit,NPR,Branch,0
TX6999,108130.06,2024-11-19,09:42:02,00417288782,00217336191,China,Cash Withdrawal,NPR,ATM,0
TX7000,852249.58,2024-11-23,11:00:10,00414031472,00167498701,Russia,Transfer,NPR,Online,0
TX7001,46475.06,2025-07-08,15:49:33,00284299031,00590557712,Russia,Transfer,NPR,Online,0
TX7002,745192.86,2024-08-16,19:57:02,00553225202,00239128472,Russia,Cash Withdrawal,NPR,Branch,0
TX7003,575732.86,2025-03-07,04:09:40,00366157192,00453094222,China,Transfer,NPR,Branch,0
TX7004,67345.13,2025-06-01,13:16:16,00271464341,00166369471,China,Deposit,NPR,Online,0
TX7005,656769.09,2024-10-10,02:44:28,00154199892,00314943552,Russia,Deposit,NPR,ATM,0
TX7006,751862.31,2024-09-24,15:14:14,00585118201,00137228101,Nepal,Transfer,NPR,ATM,0
TX7007,130426.09,2025-01-18,17:44:49,00136594131,00288572132,USA,Deposit,NPR,Online,0
TX7008,22175.25,2024-11-21,06:41:17,00221456012,00172333982,USA,Transfer,NPR,Branch,0
TX7009,848382.1,2025-02-03,18:12:51,00296817791,00566210731,Pakistan,Deposit,NPR,ATM,0
TX7010,99065.25,2024-10-21,07:40:24,00563163572,00583006942,Nepal,Transfer,NPR,Branch,0
TX7011,419282.13,2024-12-31,11:38:55,00292026072,00489724231,Russia,Transfer,NPR,Online,0
TX7012,18556.74,2025-07-10,04:21:41,00248347131,00498831011,Russia,Deposit,NPR,ATM,0
TX7013,741658.77,2025-01-26,13:21:04,00150449251,00269605761,China,Cash Withdrawal,NPR,Online,0
TX7014,516050.28,2025-01-28,08:15:37,00437368812,00310790791,Nepal,Deposit,NPR,ATM,0
TX7015,656589.6,2024-08-31,01:47:59,00243188552,00466434102,Russia,Transfer,NPR,ATM,0
TX7016,958171.2,2025-03-23,15:13:53,00359460751,00174598171,Russia,Deposit,NPR,Branch,0
TX7017,19459.19,2024-11-16,10:18:47,00317272391,00461140271,Nepal,Deposit,NPR,ATM,0
TX7018,244699.63,2025-03-12,22:03:20,00597081962,00182325652,Nepal,Transfer,NPR,ATM,0
TX7019,265888.23,2024-09-18,09:26:00,00596497731,00426591511,Nepal,Transfer,NPR,ATM,0
TX7020,588628.79,2024-11-06,23:06:49,00599771561,00248606911,India,Deposit,NPR,Online,0
TX7021,632865.97,2025-05-15,07:23:19,00125638192,00256018131,Russia,Cash Withdrawal,NPR,Online,0
TX7022,362881.21,2024-10-20,19:43:29,00175145612,00158585232,Russia,Cash Withdrawal,NPR,ATM,0
TX7023,242901.46,2025-05-27,10:50:03,00422564822,00212887782,Russia,Transfer,NPR,ATM,0
TX7024,282538.39,2024-08-01,12:29:23,00148907201,00571736151,USA,Deposit,NPR,Branch,0
TX7025,798793.21,2024-07-26,06:56:23,00414875502,00510133141,China,Transfer,NPR,Online,0
TX7026,266350.06,2024-12-01,00:24:18,00310628452,00125855462,India,Deposit,NPR,Branch,0
TX7027,691438.71,2025-03-18,15:49:30,00566900431,00119848601,USA,Cash Withdrawal,NPR,ATM,0
TX7028,33684.64,2024-10-23,14:32:12,00422669522,00148907201,Nepal,Cash Withdrawal,NPR,Online,0
TX7029,343105.25,2024-09-14,04:50:14,00599256741,00588941322,Nepal,Deposit,NPR,Branch,0
TX7030,900368.24,2024-08-02,09:38:45,00551451101,00163766711,Pakistan,Transfer,NPR,Online,0
TX7031,259753.39,2024-07-23,09:19:08,00346189302,00345353121,USA,Deposit,NPR,Branch,0
TX7032,235726.29,2024-11-21,20:55:27,00550031361,00479369831,Nepal,Transfer,NPR,ATM,0
TX7033,581745.6,2025-06-14,09:05:36,00357849782,00379440462,Nepal,Transfer,NPR,ATM,0
TX7034,413992.97,2025-01-18,08:01:58,00169326242,00191241922,India,Cash Withdrawal,NPR,Online,0
TX7035,934083.24,2025-04-02,05:57:36,00591229002,00127908971,Russia,Deposit,NPR,ATM,0
TX7036,119374.38,2024-09-24,10:36:01,00490861171,00250674692,Nepal,Cash Withdrawal,NPR,Branch,0
TX7037,936692.58,2025-01-20,15:47:31,00323388022,00521008701,Nepal,Transfer,NPR,Branch,0
TX7038,802711.17,2025-06-10,01:21:16,00599628962,00388355962,Nepal,Cash Withdrawal,NPR,Online,0
TX7039,982071.18,2025-06-26,15:31:53,00556377942,00149127372,India,Cash Withdrawal,NPR,Online,0
TX7040,852489.28,2024-11-20,03:45:55,00116817292,00379511272,Nepal,Cash Withdrawal,NPR,ATM,0
TX7041,264031.82,2024-12-30,06:36:27,00580544262,00180700491,Nepal,Cash Withdrawal,NPR,ATM,0
TX7042,936421.0,2024-11-23,23:29:19,00254905301,00416168172,Pakistan,Cash Withdrawal,NPR,Branch,0
TX7043,633680.87,2025-04-30,13:50:22,00126957621,00432096782,India,Cash Withdrawal,NPR,Online,0
TX7044,844125.72,2024-11-10,09:13:13,00395002512,00285845932,Nepal,Cash Withdrawal,NPR,ATM,0
TX7045,824970.33,2024-12-28,10:13:39,00343919891,00589001871,Nepal,Transfer,NPR,Branch,0
TX7046,412925.61,2025-04-25,18:51:48,00277160032,00330537061,China,Deposit,NPR,Branch,0
TX7047,981860.49,2025-02-04,22:59:35,00491281001,00129156171,Nepal,Deposit,NPR,ATM,0
TX7048,513007.38,2024-07-24,16:15:39,00179331432,00286748892,Nepal,Deposit,NPR,ATM,0
TX7049,865257.26,2024-09-04,04:56:01,00487103132,00535092202,Pakistan,Transfer,NPR,ATM,0
TX7050,557969.93,2025-05-22,11:09:28,00471209772,00347081261,China,Transfer,NPR,ATM,0
TX7051,235873.15,2024-07-29,23:20:50,00242398231,00538149351,India,Transfer,NPR,ATM,0
TX7052,174677.23,2025-05-28,04:34:13,00454439511,00412387832,Pakistan,Transfer,NPR,Online,0
TX7053,411286.97,2025-06-08,01:10:03,00190097152,00314943552,Nepal,Deposit,NPR,Branch,0
TX7054,919091.36,2025-07-19,16:24:35,00183387071,00260823202,Russia,Transfer,NPR,Branch,0
TX7055,730782.45,2024-10-10,17:38:45,00564384361,00578856811,Nepal,Transfer,NPR,ATM,0
TX7056,241031.54,2024-08-08,04:29:35,00571736151,00191241922,China,Transfer,NPR,Branch,0
TX7057,152965.01,2025-05-22,00:27:46,00162720372,00493102351,Pakistan,Transfer,NPR,Online,0
TX7058,120016.79,2025-02-18,01:47:00,00487176212,00265811921,Nepal,Transfer,NPR,ATM,0
TX7059,839361.04,2025-02-18,12:21:47,00455509532,00539879882,Nepal,Cash Withdrawal,NPR,Online,0
TX7060,959063.36,2025-03-21,21:54:31,00116270922,00116665852,Nepal,Deposit,NPR,Branch,0
TX7061,21759.62,2025-04-16,17:18:13,00277166291,00569002471,Pakistan,Deposit,NPR,ATM,0
TX7062,250717.0,2024-09-19,02:01:51,00532078391,00385023162,Pakistan,Cash Withdrawal,NPR,Branch,0
TX7063,591947.45,2024-10-26,11:43:07,00454371181,00480173992,Russia,Transfer,NPR,Branch,0
TX7064,707343.68,2025-04-07,00:35:42,00131118102,00162528171,USA,Transfer,NPR,Branch,0
TX7065,672448.27,2025-05-31,08:55:37,00486119051,00227722581,Nepal,Transfer,NPR,Branch,0
TX7066,773774.23,2025-05-02,05:22:59,00368996442,00375320301,Pakistan,Deposit,NPR,ATM,0
TX7067,551108.29,2024-12-03,19:22:36,00428477691,00274591592,Russia,Deposit,NPR,Branch,0
TX7068,213937.4,2024-10-15,23:46:05,00381498732,00317754452,Russia,Transfer,NPR,Branch,0
TX7069,225727.21,2024-09-17,01:11:51,00128615882,00297004991,India,Transfer,NPR,ATM,0
TX7070,542473.05,2025-03-22,12:58:12,00179397252,00556377942,Nepal,Transfer,NPR,Branch,0
TX7071,416474.98,2024-08-13,21:41:28,00282160692,00398249631,India,Transfer,NPR,Online,0
TX7072,956498.55,2024-11-20,16:49:22,00228734802,00367086762,China,Transfer,NPR,Online,0
TX7073,238910.72,2025-05-14,04:20:00,00277160032,00555927801,Russia,Transfer,NPR,Branch,0
TX7074,390446.08,2025-06-28,10:07:30,00364705532,00386767742,Nepal,Cash Withdrawal,NPR,ATM,0
TX7075,237951.04,2024-12-27,07:28:02,00490597682,00395222962,USA,Deposit,NPR,Branch,0
TX7076,217347.04,2024-10-18,02:23:30,00466955021,00551664211,Russia,Transfer,NPR,Online,0
TX7077,416899.08,2024-11-16,10:06:59,00279956971,00140892761,China,Transfer,NPR,ATM,0
TX7078,67701.29,2025-06-22,10:15:03,00387007042,00377928211,China,Cash Withdrawal,NPR,Branch,0
TX7079,615155.64,2025-02-01,07:36:27,00382157931,00198751802,Nepal,Transfer,NPR,ATM,0
TX7080,355695.84,2025-02-02,22:25:44,00521510871,00573776981,China,Cash Withdrawal,NPR,Online,0
TX7081,166437.48,2025-02-03,11:47:12,00548556351,00321162861,Nepal,Cash Withdrawal,NPR,Branch,0
TX7082,648439.5,2025-06-03,19:49:40,00198007081,00418619872,India,Deposit,NPR,Branch,0
TX7083,724182.36,2024-12-14,22:32:01,00118212981,00248848871,Pakistan,Transfer,NPR,Online,0
TX7084,228574.82,2025-06-12,18:31:33,00288363782,00398704582,Nepal,Deposit,NPR,Branch,0
TX7085,717510.42,2025-01-29,02:25:25,00151526492,00155356931,Nepal,Transfer,NPR,Online,0
TX7086,706601.0,2025-03-18,16:14:59,00390803302,00124363471,Russia,Cash Withdrawal,NPR,Branch,0
TX7087,795249.01,2025-06-14,11:57:47,00428729931,00227305492,India,Cash Withdrawal,NPR,Branch,0
TX7088,738012.37,2024-08-01,03:31:54,00493336861,00434948361,Russia,Cash Withdrawal,NPR,Online,0
TX7089,482976.98,2024-11-17,15:29:15,00537604751,00289442572,China,Transfer,NPR,Branch,0
TX7090,983559.34,2024-10-03,21:22:54,00574155651,00189964642,Nepal,Transfer,NPR,Online,0
TX7091,217978.09,2024-08-30,01:59:29,00487965141,00464910022,Nepal,Transfer,NPR,Online,0
TX7092,559172.75,2024-07-28,13:02:24,00593143642,00236414841,China,Deposit,NPR,Online,0
TX7093,112446.49,2025-06-18,04:47:57,00150489092,00526298672,Nepal,Transfer,NPR,Online,0
TX7094,481110.88,2024-11-05,08:03:39,00282290602,00221917472,India,Cash Withdrawal,NPR,Online,0
TX7095,465535.65,2025-06-08,12:46:42,00155356931,00246034842,Russia,Transfer,NPR,Branch,0
TX7096,976149.56,2025-05-31,22:47:15,00527481782,00551162232,China,Cash Withdrawal,NPR,Online,0
TX7097,594655.43,2025-04-10,16:01:38,00151798221,00575768721,Nepal,Cash Withdrawal,NPR,Branch,0
TX7098,510187.17,2024-12-23,17:16:01,00175145612,00231896002,Russia,Deposit,NPR,Online,0
TX7099,317391.03,2025-06-19,23:30:11,00432177032,00317085502,Nepal,Transfer,NPR,ATM,0
TX7100,359621.11,2025-05-03,16:32:27,00533533391,00139310091,Nepal,Transfer,NPR,Branch,0
TX7101,226866.19,2025-01-28,23:33:12,00479466682,00319759732,USA,Deposit,NPR,Online,0
TX7102,329432.32,2025-01-25,10:15:36,00595653291,00136524501,Russia,Deposit,NPR,ATM,0
TX7103,265662.54,2025-01-20,03:06:48,00460301472,00368475162,Russia,Cash Withdrawal,NPR,Online,0
TX7104,312132.23,2024-08-21,11:52:12,00280460102,00346711751,Nepal,Deposit,NPR,Online,0
TX7105,266994.65,2025-01-24,05:54:00,00520806112,00112000782,Nepal,Transfer,NPR,Online,0
TX7106,106608.88,2025-07-06,16:35:58,00232771441,00286108792,India,Transfer,NPR,ATM,0
TX7107,433945.83,2024-11-10,03:12:00,00477490952,00264123302,Russia,Deposit,NPR,Online,0
TX7108,459212.28,2025-04-29,02:22:22,00466434102,00299358071,China,Cash Withdrawal,NPR,Online,0
TX7109,273114.97,2024-12-02,22:27:02,00486307121,00455484312,USA,Transfer,NPR,Branch,0
TX7110,705369.06,2025-06-22,15:42:47,00265342211,00247343302,USA,Cash Withdrawal,NPR,Online,0
TX7111,220658.7,2025-01-12,05:10:08,00533533391,00283257762,Nepal,Cash Withdrawal,NPR,ATM,0
TX7112,356095.99,2025-06-11,15:18:11,00359460751,00591145181,China,Transfer,NPR,Branch,0
TX7113,685148.33,2024-12-20,21:42:19,00350931142,00456089711,Nepal,Deposit,NPR,Branch,0
TX7114,83934.8,2024-10-07,05:26:26,00364975681,00260314421,China,Cash Withdrawal,NPR,ATM,0
TX7115,9421.1,2025-07-15,12:57:33,00490201951,00147468901,Pakistan,Cash Withdrawal,NPR,Online,0
TX7116,105783.92,2025-02-25,05:07:47,00538628351,00597684292,USA,Deposit,NPR,ATM,0
TX7117,552229.58,2025-06-12,10:40:49,00213110042,00282823681,Pakistan,Cash Withdrawal,NPR,ATM,0
TX7118,521867.32,2024-12-17,07:21:02,00140934622,00117356302,China,Cash Withdrawal,NPR,Online,0
TX7119,387946.53,2025-05-18,18:16:49,00110086992,00216887362,Russia,Transfer,NPR,Branch,0
TX7120,234018.21,2024-07-28,05:20:24,00127237512,00223616361,India,Deposit,NPR,ATM,0
TX7121,463194.48,2025-06-21,05:43:42,00147468901,00317267462,China,Deposit,NPR,Branch,0
TX7122,564939.6,2025-01-18,12:51:39,00392492962,00211176152,Nepal,Deposit,NPR,Online,0
TX7123,266421.64,2025-01-05,18:41:01,00413324061,00363317161,Nepal,Transfer,NPR,Branch,0
TX7124,268118.54,2024-09-18,05:18:34,00361534552,00322319292,China,Cash Withdrawal,NPR,Branch,0
TX7125,553823.72,2025-01-05,02:47:21,00253955412,00419136872,India,Transfer,NPR,ATM,0
TX7126,429333.77,2025-05-31,00:24:05,00134620012,00354375582,Nepal,Transfer,NPR,ATM,0
TX7127,928450.52,2025-07-13,21:46:37,00469381821,00393865142,Russia,Cash Withdrawal,NPR,ATM,0
TX7128,639602.83,2025-06-23,16:02:09,00264691201,00391426181,Pakistan,Deposit,NPR,ATM,0
TX7129,562885.31,2024-10-26,02:11:30,00423307871,00312760822,Pakistan,Transfer,NPR,Branch,0
TX7130,939768.16,2025-04-19,20:44:01,00481061671,00138578292,China,Transfer,NPR,Online,0
TX7131,899494.8,2025-06-28,21:47:18,00384714501,00179190672,China,Cash Withdrawal,NPR,Branch,0
TX7132,511817.93,2025-06-08,10:18:55,00512758822,00375481992,Russia,Deposit,NPR,ATM,0
TX7133,166800.88,2024-09-07,01:14:25,00210041412,00166132351,Nepal,Cash Withdrawal,NPR,Branch,0
TX7134,873234.93,2025-05-20,10:37:03,00227305492,00432311981,Nepal,Transfer,NPR,Branch,0
TX7135,604141.75,2025-05-08,01:15:33,00452841292,00562699521,India,Transfer,NPR,ATM,0
TX7136,212175.49,2025-06-29,23:38:44,00263693072,00384869702,USA,Transfer,NPR,Online,0
TX7137,661915.1,2025-03-12,22:35:27,00241908982,00144124122,Nepal,Transfer,NPR,ATM,0
TX7138,234824.47,2025-06-12,11:29:22,00547347961,00140482352,China,Deposit,NPR,Online,0
TX7139,78648.14,2025-05-10,11:26:43,00216202911,00455946351,China,Cash Withdrawal,NPR,Branch,0
TX7140,363449.31,2025-04-23,05:53:17,00395144262,00594454692,USA,Cash Withdrawal,NPR,Online,0
TX7141,323665.88,2025-02-05,17:53:04,00139434141,00553316301,Russia,Deposit,NPR,Branch,0
TX7142,819519.11,2025-04-18,10:09:32,00321238161,00475501901,USA,Deposit,NPR,Branch,0
TX7143,120862.61,2025-02-07,11:07:28,00131118102,00467096922,India,Deposit,NPR,Online,0
TX7144,297908.41,2024-07-30,20:36:07,00460804832,00494276682,Nepal,Transfer,NPR,ATM,0
TX7145,639367.99,2024-10-11,14:52:15,00321682372,00242337761,India,Cash Withdrawal,NPR,Branch,0
TX7146,926854.75,2024-10-23,00:27:20,00446920541,00197201121,Nepal,Cash Withdrawal,NPR,ATM,0
TX7147,49091.78,2025-04-21,02:27:58,00249826981,00293736782,Nepal,Deposit,NPR,Branch,0
TX7148,15015.28,2024-09-23,13:47:32,00377953141,00559596731,USA,Transfer,NPR,Branch,0
TX7149,93625.38,2025-02-04,19:58:34,00126957621,00333609321,Pakistan,Cash Withdrawal,NPR,ATM,0
TX7150,247883.01,2024-11-03,15:54:40,00399034442,00420750911,China,Transfer,NPR,ATM,0
TX7151,909294.94,2024-09-07,20:44:23,00261786972,00129608551,China,Cash Withdrawal,NPR,Branch,0
TX7152,44747.39,2025-07-11,06:05:10,00362326202,00424448461,Russia,Cash Withdrawal,NPR,Online,0
TX7153,434150.84,2025-07-21,14:12:24,00432847882,00355452232,Russia,Deposit,NPR,Online,0
TX7154,65292.38,2024-12-11,23:31:49,00144370762,00446824712,USA,Deposit,NPR,ATM,0
TX7155,969499.04,2025-07-06,00:41:30,00318871632,00493724431,Russia,Transfer,NPR,Branch,0
TX7156,952981.79,2025-06-08,21:24:11,00163648482,00264355081,Nepal,Deposit,NPR,Branch,0
TX7157,811245.66,2024-11-05,00:05:33,00574202061,00124380602,Nepal,Transfer,NPR,ATM,0
TX7158,474108.99,2024-08-13,11:37:45,00317555272,00181455932,India,Deposit,NPR,ATM,0
TX7159,101825.0,2024-09-10,00:52:29,00356683881,00385461701,USA,Transfer,NPR,Branch,0
TX7160,256380.28,2024-12-31,08:59:06,00451694472,00214681051,Russia,Transfer,NPR,Online,0
TX7161,15047.52,2024-11-19,00:22:53,00274706481,00398925152,India,Transfer,NPR,Online,0
TX7162,674333.93,2025-05-07,19:08:57,00548531232,00119209502,India,Transfer,NPR,Branch,0
TX7163,202843.05,2025-05-30,20:52:24,00554214732,00130743822,Russia,Deposit,NPR,Online,0
TX7164,954924.78,2025-03-10,20:52:20,00287250492,00535545582,Pakistan,Deposit,NPR,Branch,0
TX7165,87515.2,2025-02-16,23:36:23,00512712252,00136457411,Nepal,Cash Withdrawal,NPR,Branch,0
TX7166,411757.91,2024-10-28,16:00:06,00157114261,00213048052,Nepal,Deposit,NPR,ATM,0
TX7167,274404.59,2025-04-30,11:03:39,00223873581,00390275012,India,Transfer,NPR,Branch,0
TX7168,483035.86,2025-05-29,09:05:41,00326513932,00531110341,China,Cash Withdrawal,NPR,Online,0
TX7169,499718.75,2024-09-16,00:53:49,00442536322,00249826981,China,Cash Withdrawal,NPR,Branch,0
TX7170,196631.45,2024-08-17,07:25:20,00119291681,00594873361,Nepal,Transfer,NPR,Online,0
TX7171,21644.31,2024-12-07,12:54:40,00170520031,00330485751,Nepal,Transfer,NPR,Branch,0
TX7172,136520.78,2024-10-26,21:19:50,00162587771,00312028011,China,Cash Withdrawal,NPR,Branch,0
TX7173,775105.62,2024-08-25,14:33:29,00396912771,00357849782,India,Deposit,NPR,Branch,0
TX7174,115158.78,2024-09-22,16:05:22,00119192042,00462541981,Russia,Deposit,NPR,ATM,0
TX7175,186594.9,2025-03-14,04:29:13,00374540811,00481420211,USA,Deposit,NPR,ATM,0
TX7176,396697.32,2025-04-05,06:58:30,00519059281,00272548972,USA,Transfer,NPR,Branch,0
TX7177,235360.32,2024-08-16,17:10:03,00120802951,00111942852,China,Deposit,NPR,Online,0
TX7178,451605.73,2025-01-24,00:28:54,00533123482,00240034611,China,Transfer,NPR,Online,0
TX7179,992823.92,2025-02-07,13:43:12,00424767282,00178307711,Nepal,Cash Withdrawal,NPR,ATM,0
TX7180,620927.64,2025-02-14,09:09:43,00282141751,00564384361,Russia,Transfer,NPR,ATM,0
TX7181,992023.56,2025-03-02,06:25:56,00238627311,00498890421,Nepal,Transfer,NPR,Branch,0
